2023-03-07 18:19:37 [scrapy.utils.log] INFO: Scrapy 2.8.0 started (bot: product_scraper)
2023-03-07 18:19:37 [scrapy.utils.log] INFO: Versions: lxml 4.9.2.0, libxml2 2.9.12, cssselect 1.2.0, parsel 1.7.0, w3lib 2.1.1, Twisted 22.10.0, Python 3.10.10 (tags/v3.10.10:aad5f6a, Feb  7 2023, 17:20:36) [MSC v.1929 64 bit (AMD64)], pyOpenSSL 23.0.0 (OpenSSL 3.0.8 7 Feb 2023), cryptography 39.0.2, Platform Windows-10-10.0.19044-SP0
2023-03-07 18:19:53 [scrapy.utils.log] INFO: Scrapy 2.8.0 started (bot: product_scraper)
2023-03-07 18:19:53 [scrapy.utils.log] INFO: Versions: lxml 4.9.2.0, libxml2 2.9.12, cssselect 1.2.0, parsel 1.7.0, w3lib 2.1.1, Twisted 22.10.0, Python 3.10.10 (tags/v3.10.10:aad5f6a, Feb  7 2023, 17:20:36) [MSC v.1929 64 bit (AMD64)], pyOpenSSL 23.0.0 (OpenSSL 3.0.8 7 Feb 2023), cryptography 39.0.2, Platform Windows-10-10.0.19044-SP0
2023-03-07 18:19:53 [scrapy.crawler] INFO: Overridden settings:
{'BOT_NAME': 'product_scraper',
 'FEED_EXPORT_ENCODING': 'utf-8',
 'LOG_FILE': 'rj.log',
 'NEWSPIDER_MODULE': 'product_scraper.spiders',
 'REQUEST_FINGERPRINTER_IMPLEMENTATION': '2.7',
 'ROBOTSTXT_OBEY': True,
 'SPIDER_MODULES': ['product_scraper.spiders'],
 'TWISTED_REACTOR': 'twisted.internet.asyncioreactor.AsyncioSelectorReactor'}
2023-03-07 18:19:53 [asyncio] DEBUG: Using selector: SelectSelector
2023-03-07 18:19:53 [scrapy.utils.log] DEBUG: Using reactor: twisted.internet.asyncioreactor.AsyncioSelectorReactor
2023-03-07 18:19:53 [scrapy.utils.log] DEBUG: Using asyncio event loop: asyncio.windows_events._WindowsSelectorEventLoop
2023-03-07 18:19:53 [scrapy.extensions.telnet] INFO: Telnet Password: b0ee3c10113b25d5
2023-03-07 18:19:53 [scrapy.middleware] INFO: Enabled extensions:
['scrapy.extensions.corestats.CoreStats',
 'scrapy.extensions.telnet.TelnetConsole',
 'scrapy.extensions.logstats.LogStats']
2023-03-07 18:19:53 [scrapy.middleware] INFO: Enabled downloader middlewares:
['scrapy.downloadermiddlewares.robotstxt.RobotsTxtMiddleware',
 'scrapy.downloadermiddlewares.httpauth.HttpAuthMiddleware',
 'scrapy.downloadermiddlewares.downloadtimeout.DownloadTimeoutMiddleware',
 'scrapy.downloadermiddlewares.defaultheaders.DefaultHeadersMiddleware',
 'scrapy.downloadermiddlewares.useragent.UserAgentMiddleware',
 'scrapy.downloadermiddlewares.retry.RetryMiddleware',
 'scrapy.downloadermiddlewares.redirect.MetaRefreshMiddleware',
 'scrapy.downloadermiddlewares.httpcompression.HttpCompressionMiddleware',
 'scrapy.downloadermiddlewares.redirect.RedirectMiddleware',
 'scrapy.downloadermiddlewares.cookies.CookiesMiddleware',
 'scrapy.downloadermiddlewares.httpproxy.HttpProxyMiddleware',
 'scrapy.downloadermiddlewares.stats.DownloaderStats']
2023-03-07 18:19:53 [scrapy.middleware] INFO: Enabled spider middlewares:
['scrapy.spidermiddlewares.httperror.HttpErrorMiddleware',
 'scrapy.spidermiddlewares.offsite.OffsiteMiddleware',
 'scrapy.spidermiddlewares.referer.RefererMiddleware',
 'scrapy.spidermiddlewares.urllength.UrlLengthMiddleware',
 'scrapy.spidermiddlewares.depth.DepthMiddleware']
2023-03-07 18:19:53 [scrapy.middleware] INFO: Enabled item pipelines:
[]
2023-03-07 18:19:53 [scrapy.core.engine] INFO: Spider opened
2023-03-07 18:19:53 [scrapy.extensions.logstats] INFO: Crawled 0 pages (at 0 pages/min), scraped 0 items (at 0 items/min)
2023-03-07 18:19:53 [scrapy.extensions.telnet] INFO: Telnet console listening on 127.0.0.1:6023
2023-03-07 18:19:55 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/juggling-guides-tips/how-select-diabolo/> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:55 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/juggling-guides-tips/how-to-select-a-juggling-ring/> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:55 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/juggling-guides-tips/how-choose-play-juggling-club/> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:55 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/juggling-guides-tips/how-to-choose-a-henrys-juggling-club/> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:55 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/juggling-guides-tips/how-to-choose-a-juggling-club/> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:55 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/play-stage-ball-130mm> (referer: https://www.renegadejuggling.com/juggling-balls/stage-ball-collection/)
2023-03-07 18:19:55 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/login/new-account> (referer: https://www.renegadejuggling.com/login)
2023-03-07 18:19:55 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/draw-string-juggling-ball-bag> (referer: https://www.renegadejuggling.com/juggling-balls/stage-ball-collection/)
2023-03-07 18:19:55 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/glitter-stage-ball-125mm> (referer: https://www.renegadejuggling.com/juggling-balls/stage-ball-collection/)
2023-03-07 18:19:55 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/login/password> (referer: https://www.renegadejuggling.com/login)
2023-03-07 18:19:55 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/play-stage-balls-100mm> (referer: https://www.renegadejuggling.com/juggling-balls/stage-ball-collection/)
2023-03-07 18:19:55 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/stage-ball-425-45-inch> (referer: https://www.renegadejuggling.com/juggling-balls/stage-ball-collection/)
2023-03-07 18:19:55 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/pearlescent-stage-balls-100mm> (referer: https://www.renegadejuggling.com/juggling-balls/stage-ball-collection/)
2023-03-07 18:19:55 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/play-glitter-stage-balls-90mm> (referer: https://www.renegadejuggling.com/juggling-balls/stage-ball-collection/)
2023-03-07 18:19:55 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/play-glitter-stage-ball-78mm> (referer: https://www.renegadejuggling.com/juggling-balls/stage-ball-collection/)
2023-03-07 18:19:55 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/play-stage-balls-90mm> (referer: https://www.renegadejuggling.com/juggling-balls/stage-ball-collection/)
2023-03-07 18:19:55 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/color-swirl-stage-balls-100mm> (referer: https://www.renegadejuggling.com/juggling-balls/stage-ball-collection/)
2023-03-07 18:19:55 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/play-stage-ball-78mm> (referer: https://www.renegadejuggling.com/juggling-balls/stage-ball-collection/)
2023-03-07 18:19:55 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/play-stage-ball-70mm> (referer: https://www.renegadejuggling.com/juggling-balls/stage-ball-collection/)
2023-03-07 18:19:55 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/play-stage-ball-62mm> (referer: https://www.renegadejuggling.com/juggling-balls/stage-ball-collection/)
2023-03-07 18:19:55 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/radfactor-minpulation-ball> (referer: https://www.renegadejuggling.com/juggling-balls/stage-ball-collection/)
2023-03-07 18:19:55 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/gift-certificate> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:55 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/contact> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:55 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/juggling-guides-tips/how-choose-russian-juggling-ball/> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:55 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/about-us/shipping-information/> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:55 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/about-us/return-policy/> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:55 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/about-us/directions/> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:55 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/juggling-guides-tips/how-to-select-a-juggling-ball-size/> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:55 [scrapy.core.engine] DEBUG: Crawled (404) <GET https://www.renegadejuggling.com/95mm-px4-hybrid> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:55 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/beard-dx-filled-stage-ball> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:55 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/will-roya-diabolo-instructional-dvd> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:56 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/diabolo-whip-stick-string> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:56 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/deos-diabolo-string> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:56 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/taiwanese-wide-axle-diabolo-sale> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:56 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/printed-pu-beanbag-72mm> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:56 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/spider-fly-line-25m-35m-50m> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:56 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/renegade-logo-sticker> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:56 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/play-pastel-flat-ring-32cm> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:56 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/things-on-string-contact-poi-95mm> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:56 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/spider-slacklines-15m-18m-20m-25m> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:56 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/things-on-string-contact-poi-101mm> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:56 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/quax-unicycles-and-parts/walking-globes/> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:56 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/spider-slack-line/> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:56 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/quax-unicycles-and-parts/> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:56 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/quax-unicycles-and-parts/unicycles/> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:56 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/circus-props-walking-globes-stilts-rola-bola-clown-noses/all-school-and-circus-props/> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:56 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/circus-props-walking-globes-stilts-rola-bola-clown-noses/dance-poles/> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:56 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/circus-props-walking-globes-stilts-rola-bola-clown-noses/instructional-props-scarves-rings-balls-clubs-plates-diabolos/> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:56 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/fire-dance-poi/all-fire-dance/> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:56 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/circus-props-walking-globes-stilts-rola-bola-clown-noses/> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:56 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/fire-dance-poi/hoops/> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:56 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/fire-dance-poi/gora-fire-props/> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:56 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/fire-dance-poi/poi-balls-and-meteors/> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:56 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/fire-dance-poi/fire-fans/> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:56 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/fire-dance-poi/fire-staffs/> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:56 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/fire-dance-poi/> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:56 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/kevlar-wick/kevlar-thread-yarn-string/> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:56 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/kevlar-wick/all-kevlar-wick/> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:57 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/kevlar-wick/kevlar-rope/> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:57 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/juggling-equipment/tuban-soap-bubbles-and-wands/> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:57 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/juggling-equipment/flair-bartending/> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:57 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/juggling-equipment/juggling-books-and-dvds/> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:57 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/kevlar-wick/> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:57 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/kevlar-wick/kevlar-flat-wick-selection/> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:57 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/juggling-equipment/all-juggling-more-props/> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:57 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/juggling-equipment/kendama/> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:57 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/juggling-equipment/flower-sticks-and-devil-sticks/> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:57 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/juggling-equipment/renegade-apparel-stickers/> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:57 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/diabolo-led-props/glow-props-led/> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:57 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/juggling-equipment/mouth-sticks-spinning-plates/> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:57 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/juggling-equipment/juggling-hats/> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:57 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/juggling-equipment/cigar-boxes/> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:57 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/diabolo-led-props/diabolo/> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:57 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/juggling-equipment/> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:57 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/diabolo-led-props/> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:57 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/contact-juggling-and-isolation/colored-acrylic-contact-balls/> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:57 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/contact-juggling-and-isolation/> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:57 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/juggling-clubs/all-juggling-clubs/> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:57 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/contact-juggling-and-isolation/all-contact-juggling/> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:57 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/contact-juggling-and-isolation/contact-stage-and-russian-balls/> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:57 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/juggling-clubs/club-juggling-books-dvd/> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:57 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/juggling-clubs/led-juggling-clubs/> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:57 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/juggling-clubs/juggling-torches/> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:58 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/juggling-clubs/> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:58 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/juggling-clubs/play-px3-px4-juggling-clubs/> (referer: https://www.renegadejuggling.com/)
2023-03-07 18:19:58 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.renegadejuggling.com/juggling-clubs/henrys-juggling-clubs/> (referer: https://www.renegadejuggling.com/)
